Postcode,Number of individuals lodging an income tax return,Count taxable income or loss,Average taxable income or loss,Median taxable income or loss,Proportion with salary or wages,Count salary or wages,Average salary or wages,Median salary or wages,Proportion with net rent,Count net rent,Average net rent,Median net rent,Count total income or loss,Average total income or loss,Median total income or loss,Count total deductions,Average total deductions,Median total deductions,Proportion with total business income,Count total business income,Average total business income,Median total business income,Proportion with total business expenses,Count total business expenses,Average total business expenses,Median total business expenses,Proportion with net tax,Count net tax,Average net tax,Median net tax,Count super total accounts balance,Average super total accounts balance,Median super total accounts balance
6028,15871,15871,77457,57721,0.82,12994,77393,61656,0.16,2535,-2906,-2216,15871,80170,59967,15871,2596,779,0.08,1330,99509,33498,0.08,1254,68354,12381,0.80,12705,23302,14072,16717,158294,75300
6029,2062,2062,107954,67732,0.71,1471,88448,64999,0.22,460,2223,862,2062,113566,71655,2062,4779,786,0.09,185,108548,31265,0.09,179,65280,9180,0.78,1615,40917,20934,2212,349789,143982
6030,25051,25051,66379,52520,0.81,20409,68388,57265,0.11,2748,-2795,-2247,25051,68663,54269,25051,2208,695,0.09,2303,78088,32000,0.09,2195,52880,12236,0.79,19675,18184,11448,26598,109758,49119
6031,11443,11443,65548,55999,0.87,9977,67403,59369,0.09,1035,-3238,-2615,11443,67846,57991,11443,2209,808,0.08,946,60206,28864,0.08,878,38571,12434,0.82,9330,16806,11776,12108,91221,47527
6032,170,170,67982,54907,0.72,123,54854,46295,0.19,33,7102,126,170,71874,58671,170,3753,540,0.16,28,63420,35764,0.16,27,34277,16394,0.79,134,18924,11704,169,166175,56381
6033,329,329,63365,48716,0.61,202,61030,51535,0.22,71,-42,126,329,66800,51709,329,3060,487,0.12,38,63787,18980,0.10,33,47046,11594,0.75,247,18511,9453,360,152905,49977
6034,2274,2274,65627,57562,0.89,2013,68425,61636,0.06,134,-3831,-3297,2274,67738,59740,2274,2081,901,0.08,174,46955,28274,0.07,166,28976,9760,0.84,1901,16137,11794,2278,68606,39755
6035,6183,6183,65355,52145,0.81,5039,70396,59629,0.10,599,-1832,-2009,6183,68182,54211,6183,2763,739,0.09,579,62201,30000,0.09,552,35136,11024,0.77,4767,18195,12476,6516,100425,48884
6036,10655,10655,66054,53342,0.86,9123,68566,57872,0.09,907,-4373,-3578,10655,68257,55346,10655,2173,782,0.09,930,58261,29092,0.08,885,33690,12720,0.80,8553,17439,11409,11090,90732,42384
6037,2164,2164,67101,51933,0.78,1698,72337,60064,0.13,288,-1394,-610,2164,69387,53773,2164,2238,754,0.10,216,60530,33218,0.10,211,32999,12817,0.78,1685,18579,12087,2352,116626,55802
6038,6275,6275,68379,58174,0.88,5535,71356,62900,0.07,436,-3216,-2607,6275,70705,60061,6275,2298,963,0.09,561,50745,24479,0.09,543,29117,9895,0.83,5202,17504,12554,6394,76158,42079
6041,897,897,62524,44699,0.71,640,70123,55928,0.18,157,598,-323,897,64477,46537,897,1854,523,0.09,82,53834,34892,0.09,79,31314,13449,0.70,632,18837,12089,1021,144213,65190
6043,153,153,81103,47158,0.63,96,78890,65366,0.22,33,3455,3270,153,84229,48608,153,3094,430,0.09,14,56034,41164,0.10,15,26680,5820,0.69,106,29558,14548,190,256327,80617
6044,788,788,60730,46201,0.71,562,60044,49211,0.14,114,1332,758,788,64637,48434,788,3236,481,0.10,81,110637,30293,0.09,74,90830,13314,0.75,589,17293,8540,940,147459,45384
6050,10515,10515,104758,62428,0.75,7835,86254,63457,0.21,2230,2075,426,10515,109321,65527,10515,4438,793,0.11,1126,166226,26375,0.10,1029,107075,9279,0.80,8434,38584,17106,11556,277929,90685
6051,8877,8877,74213,58909,0.85,7512,73010,62898,0.14,1220,-1122,-975,8877,76768,60916,8877,2483,774,0.12,1033,61060,21764,0.11,961,40289,8841,0.83,7362,20633,12998,10027,140141,54117
6052,7469,7469,79506,61664,0.83,6190,78722,65977,0.18,1333,-1018,-1182,7469,82234,64033,7469,2662,814,0.10,723,76257,27517,0.09,678,48997,8758,0.82,6099,23597,15126,8367,182480,90532
6053,9707,9707,75107,61919,0.83,8083,76604,67611,0.17,1673,-1147,-1244,9707,77667,64389,9707,2490,831,0.10,979,66401,28490,0.10,924,39243,9422,0.82,7982,21113,14874,10853,165248,85207
6054,12355,12355,67423,54279,0.83,10267,67245,59301,0.14,1680,-590,-903,12355,69627,56148,12355,2107,663,0.08,1034,66355,27086,0.08,978,42716,10148,0.79,9820,18549,11861,13886,136812,68048
6055,19874,19874,69477,58680,0.86,17171,70255,62461,0.11,2227,-1544,-1978,19874,71948,61119,19874,2387,912,0.10,1970,95609,28574,0.09,1864,76920,12530,0.83,16508,18267,12655,20721,108051,52303
6056,24855,24855,64952,52782,0.82,20393,66145,57641,0.12,3033,-7,-854,24855,67150,54691,24855,2119,607,0.08,1887,89716,26855,0.07,1828,68371,11392,0.78,19427,17639,11563,27458,127325,59370
6057,10470,10470,67858,56283,0.84,8784,69005,60808,0.12,1256,-1300,-1306,10470,70093,57898,10470,2190,666,0.07,711,77474,30861,0.07,685,56189,11678,0.80,8393,18490,12459,11539,142476,69862
6058,8016,8016,64591,54194,0.84,6698,67176,59378,0.11,844,-1346,-1193,8016,66571,56010,8016,1929,649,0.08,618,63286,31302,0.07,583,40583,11941,0.80,6420,16812,11465,8937,114897,62598
6059,15197,15197,69397,51902,0.75,11448,67335,56630,0.19,2828,845,-162,15197,72119,54263,15197,2616,602,0.10,1487,134186,30162,0.09,1404,103762,12226,0.77,11690,20675,12012,16206,179327,67492
6060,16508,16508,69038,56163,0.82,13602,68893,60082,0.13,2217,-440,-762,16508,71663,58418,16508,2522,771,0.13,2106,93825,23448,0.12,1960,74403,9904,0.82,13556,18320,11825,18123,129975,52378
6061,23678,23678,53922,47510,0.83,19741,55501,51363,0.07,1756,-1636,-1111,23678,55876,49282,23678,1918,579,0.15,3491,50207,29129,0.14,3288,32733,12414,0.79,18723,11911,8317,25367,64951,24722
6062,20908,20908,60450,49734,0.78,16368,63234,55486,0.15,3233,439,-101,20908,62532,51552,20908,2010,578,0.11,2196,110009,29421,0.10,2083,89760,11109,0.77,16021,15898,10464,22641,132992,55604
6063,8754,8754,56042,48686,0.82,7171,58817,52971,0.12,1008,-2407,-2055,8754,57811,50222,8754,1739,545,0.10,838,66440,33820,0.09,804,44696,12552,0.78,6816,13271,9171,9401,91628,42297
6064,17100,17100,53131,46171,0.81,13827,55000,50269,0.10,1691,-1442,-1095,17100,54853,47624,17100,1693,475,0.10,1784,65159,34979,0.10,1704,42701,13415,0.77,13179,12002,8229,18517,86891,38785
6065,41995,41995,67426,55596,0.83,34959,68906,60101,0.13,5637,-2634,-2312,41995,69795,57680,41995,2307,749,0.09,3794,73295,33272,0.09,3625,49165,13069,0.81,33954,18016,12243,44164,116806,60385
6066,11134,11134,57044,48824,0.82,9158,58963,52734,0.12,1323,-1355,-1135,11134,58954,50374,11134,1868,561,0.09,989,59585,33000,0.08,935,38384,13723,0.78,8704,13750,9330,11984,114798,50144
6067,66,66,62996,53238,0.77,51,69244,57886,0.14,9,-6483,-3118,66,65670,54110,66,2673,1090,0.09,6,30990,27893,0.09,6,52537,9882,0.80,53,15245,10859,62,144884,58769
6069,27719,27719,68104,56864,0.87,23999,70141,61149,0.10,2889,-3219,-2585,27719,70342,58926,27719,2182,769,0.08,2240,63379,26862,0.08,2138,44098,12116,0.81,22514,18106,12523,28947,108236,55057
6070,2342,2342,85105,59726,0.76,1770,82887,66404,0.18,430,543,338,2342,88412,63277,2342,3142,768,0.11,249,75141,23480,0.10,234,44061,7876,0.76,1789,29100,17362,2662,225076,116449
6071,2282,2282,72771,55284,0.76,1740,73059,60670,0.19,427,-532,-773,2282,75994,57261,2282,3069,621,0.11,254,67365,32454,0.11,247,34849,10003,0.76,1739,22559,13750,2534,218785,103218
6072,547,547,72575,54549,0.76,415,76624,62493,0.16,86,-1438,-224,547,75433,56915,547,2675,565,0.10,53,79192,30940,0.10,53,49734,13680,0.77,420,22029,14871,625,174272,87046
6073,2041,2041,70315,51851,0.73,1486,73312,61598,0.18,375,-736,-176,2041,73244,54423,2041,2656,625,0.09,189,82162,41490,0.09,184,49429,12403,0.73,1499,21777,13533,2241,196778,99466
6074,642,642,66908,52664,0.77,497,72612,65746,0.14,90,-711,-446,642,69182,55430,642,2209,560,0.08,53,73040,24550,0.08,50,49199,14526,0.74,477,19968,14076,700,173880,92075
6076,13868,13868,74474,53290,0.72,9983,75161,60593,0.18,2533,850,155,13868,77170,55588,13868,2610,592,0.08,1155,69035,27810,0.08,1107,43568,10303,0.74,10323,24142,14662,15331,224643,106074
6077,885,885,72115,46388,0.69,607,58127,46381,0.20,178,1455,161,885,75001,48909,885,2876,437,0.09,78,129995,30670,0.09,82,63820,8201,0.72,636,24524,11371,947,205786,72555
6078,547,547,71548,46465,0.68,370,68953,50010,0.17,93,1296,303,547,74392,48533,547,2644,413,0.11,59,134260,44595,0.10,56,115683,30214,0.74,403,23546,11941,558,166418,66336
6081,3147,3147,73450,59104,0.79,2487,77386,67435,0.16,497,-219,-633,3147,76105,61379,3147,2571,732,0.08,267,67871,31694,0.08,252,48055,13106,0.78,2447,22013,15321,3428,174977,97010
6082,2099,2099,70805,55404,0.80,1676,73311,61302,0.15,317,-602,-1581,2099,73143,57334,2099,2237,576,0.10,209,57952,27800,0.10,203,37921,12784,0.77,1608,21300,13841,2322,166109,86607
6083,2388,2388,78417,56746,0.75,1797,78751,64361,0.19,448,501,-846,2388,81176,59242,2388,2664,647,0.10,241,150263,30329,0.10,242,127480,15662,0.77,1840,25620,14745,2589,202982,97494
6084,5600,5600,71504,56554,0.81,4547,72961,62213,0.14,799,-1196,-1208,5600,73991,58742,5600,2354,710,0.08,453,89996,38950,0.08,449,64744,20276,0.79,4447,20795,13633,6043,142497,69175
6090,140,140,86755,73181,0.76,107,71837,64618,0.15,21,5481,1901,140,91485,77274,140,4506,944,0.10,14,204956,108321,0.09,12,192728,100893,0.86,121,25082,16456,172,159812,56254
6100,10886,10886,76408,56893,0.83,9065,73800,61012,0.16,1784,-741,-884,10886,79561,59441,10886,2997,810,0.11,1151,61605,20516,0.10,1052,42340,8057,0.80,8729,22920,13038,11992,155637,53602
6101,11162,11162,72632,57640,0.85,9515,72607,61831,0.15,1696,-1051,-982,11162,75049,59852,11162,2359,828,0.10,1166,59560,23520,0.10,1085,39077,8556,0.82,9127,19905,12857,12488,133616,55173
6102,8404,8404,53098,43216,0.83,7014,54366,46074,0.08,683,-898,-1281,8404,55043,44874,8404,1925,506,0.15,1255,40079,22085,0.14,1165,24641,8987,0.74,6213,13084,7808,9184,77972,14891
6103,7249,7249,67969,56621,0.86,6264,68919,60015,0.13,912,-1659,-1120,7249,70207,58624,7249,2166,782,0.11,803,58832,23445,0.10,751,39323,9914,0.83,6035,17475,11665,8036,104424,38954
6104,9400,9400,67922,54998,0.83,7825,69405,59757,0.14,1353,-1777,-1458,9400,70425,57027,9400,2398,780,0.10,942,87361,28507,0.10,897,64959,12733,0.80,7520,18485,12046,10497,125927,49376
6105,10099,10099,61789,51768,0.84,8466,64196,56804,0.12,1181,-1791,-1523,10099,64010,53763,10099,2157,685,0.11,1106,67903,30238,0.10,1060,48486,13246,0.79,8011,15734,10596,10879,93162,38896
6106,134,134,82377,63368,0.71,95,82403,65353,0.19,25,6651,1333,134,89933,68166,134,5905,456,0.16,21,405601,32508,0.16,21,354901,13516,0.82,110,25391,17028,146,182965,50713
6107,29768,29768,56675,47416,0.82,24467,59306,52179,0.11,3421,-1992,-1642,29768,58678,49208,29768,1938,611,0.14,4264,80162,27816,0.14,4034,62250,12274,0.77,22938,14038,9135,31397,83996,28978
6108,13815,13815,56481,47762,0.80,11112,60600,54260,0.11,1545,-1736,-1588,13815,58475,49500,13815,1905,545,0.09,1294,53908,28994,0.09,1213,34884,12502,0.76,10431,14210,9710,15296,113791,52726
6109,7306,7306,54837,47077,0.80,5848,57044,51672,0.08,586,536,-424,7306,56790,48830,7306,1906,558,0.12,899,58661,33000,0.12,873,37633,13266,0.77,5624,12894,8646,7826,83111,32935
6110,25401,25401,59978,50412,0.83,21060,62615,55227,0.10,2618,-2643,-1996,25401,61925,52014,25401,1897,619,0.09,2408,62375,30462,0.09,2284,39534,12626,0.78,19794,15223,10282,26942,99377,46964
6111,13845,13845,63284,50570,0.79,10972,65372,56267,0.12,1670,-686,-656,13845,65318,52228,13845,1969,549,0.08,1074,65007,30045,0.07,1025,41466,12519,0.77,10625,17175,11063,15575,137780,63798
6112,40809,40809,64528,54862,0.85,34775,66828,59480,0.11,4471,-2482,-2196,40809,66711,56735,40809,2137,762,0.08,3453,61441,26126,0.08,3322,41690,10844,0.80,32787,16698,11710,42955,95301,47418
6121,1976,1976,76683,56022,0.74,1457,73924,60383,0.20,389,-1314,-1535,1976,79749,58805,1976,2835,626,0.10,194,87825,39732,0.10,189,57965,14588,0.79,1567,23441,13735,2144,183451,82274
6122,13230,13230,70420,58788,0.85,11300,71354,63421,0.10,1322,-1927,-1852,13230,72832,60983,13230,2363,886,0.08,1042,75816,33304,0.08,1014,51934,14926,0.81,10755,19240,13300,13704,106722,57524
6123,1442,1442,68198,57166,0.83,1204,71518,63249,0.09,134,-1283,-1358,1442,70909,59404,1442,2523,966,0.07,103,58466,37919,0.07,101,37815,14852,0.82,1178,17933,12967,1550,121790,53380
6124,752,752,71614,58552,0.80,602,76127,67310,0.17,131,38,-275,752,73885,60912,752,2102,796,0.08,63,69926,31674,0.08,60,51107,13834,0.77,576,21691,14808,831,160454,70140
6125,2112,2112,71233,53680,0.75,1584,74475,60269,0.17,354,-241,-778,2112,74049,56191,2112,2491,716,0.10,204,103756,39993,0.09,195,79397,18128,0.77,1633,21307,13484,2253,173454,76936
6126,157,157,57022,43696,0.63,99,74004,55120,0.12,19,804,4,157,60022,45366,157,2510,428,0.10,16,63993,27470,0.11,18,44763,17730,0.68,106,19930,10628,181,209925,72846
6147,9080,9080,54855,46248,0.80,7301,58677,52029,0.10,951,-2099,-1326,9080,56630,47848,9080,1725,527,0.10,953,58639,26570,0.10,893,42207,10479,0.75,6785,13644,9190,9848,106197,45002
6148,11645,11645,72562,50355,0.73,8536,73042,58714,0.21,2442,623,-318,11645,75449,52754,11645,2694,606,0.09,1030,138011,29978,0.08,960,108038,12544,0.73,8457,24320,13425,12246,221285,81290
6149,12107,12107,71809,51642,0.75,9043,75832,60949,0.22,2610,-1118,-674,12107,74401,53938,12107,2466,630,0.08,932,122581,30277,0.07,877,88938,9148,0.73,8887,23317,14089,13008,230731,103984
6150,8539,8539,69546,46729,0.69,5897,74943,57211,0.23,2001,1151,545,8539,72232,49351,8539,2573,529,0.08,722,142492,26117,0.08,652,113640,10458,0.69,5901,24258,13691,8773,245102,92807
6151,11692,11692,100650,61130,0.74,8598,86245,64456,0.20,2315,1746,672,11692,104865,64470,11692,4060,744,0.09,1082,227677,32906,0.09,1051,183913,10195,0.78,9171,37213,16995,12748,318419,92641
6152,16648,16648,80578,56086,0.76,12659,78390,62281,0.18,3040,220,-68,16648,83778,59000,16648,3066,706,0.10,1599,124350,26782,0.09,1488,89301,9588,0.77,12765,26593,14870,17774,218929,76786
6153,14672,14672,110764,60142,0.69,10062,90392,64126,0.23,3347,551,268,14672,115290,64041,14672,4290,699,0.09,1335,298269,37025,0.09,1259,180470,12339,0.76,11155,44538,18401,15365,410270,115249
6154,6655,6655,80653,54944,0.73,4859,80322,63121,0.19,1236,514,93,6655,83666,57692,6655,2785,680,0.09,589,119636,31343,0.08,539,87340,9817,0.75,4984,27475,15384,7012,234590,102432
6155,33365,33365,66387,51521,0.80,26598,70057,58604,0.20,6664,-2377,-1650,33365,68684,53439,33365,2219,646,0.09,2997,97167,29573,0.08,2789,74184,10795,0.75,25153,19619,12538,34904,147792,61825
6156,11357,11357,91143,60072,0.76,8625,82122,63542,0.17,1892,140,-92,11357,94506,63327,11357,3218,768,0.09,998,116396,29846,0.08,955,81555,9861,0.79,8925,31405,16299,12147,244205,99476
6157,9059,9059,84340,59541,0.77,6979,79008,63640,0.16,1430,878,21,9059,87608,62160,9059,3219,834,0.10,882,84798,27957,0.09,827,50340,10403,0.79,7150,27553,15807,10069,229008,99950
6158,5057,5057,102140,64428,0.74,3763,88323,63455,0.21,1047,2159,921,5057,106377,67601,5057,4018,851,0.10,516,132287,27532,0.10,486,86476,9337,0.79,3974,37305,18447,5625,312993,130037
6159,2760,2760,113435,65363,0.68,1882,91518,69284,0.21,568,2909,1692,2760,119563,69908,2760,5993,880,0.11,305,279182,38629,0.10,281,235695,12183,0.78,2155,44173,19379,3027,465253,118864
6160,6290,6290,79461,55122,0.78,4911,74657,58934,0.17,1092,2143,1332,6290,82805,58062,6290,3296,839,0.13,795,101408,27500,0.12,738,68273,9770,0.80,5009,24975,13533,7317,215182,63663
6161,97,97,61062,59667,0.95,92,63095,60060,0.14,14,-4176,-1340,97,62666,59965,97,1604,882,0.08,8,41770,18810,0.08,8,29080,8640,0.92,89,12607,10337,126,71735,23064
6162,7692,7692,79568,56406,0.77,5888,75403,60496,0.18,1392,2463,1038,7692,82755,59107,7692,3073,792,0.13,1024,84028,25594,0.12,949,54234,9550,0.79,6082,24826,13923,8652,202537,82068
6163,34161,34161,67616,53840,0.81,27500,68596,58999,0.14,4889,-290,-413,34161,70022,56061,34161,2326,673,0.10,3362,74462,27264,0.09,3162,50298,10508,0.79,26900,18795,12335,37820,146307,63880
6164,42121,42121,70673,58645,0.86,36315,71841,62665,0.13,5675,-2768,-2288,42121,73006,60777,42121,2289,840,0.08,3404,95696,28936,0.08,3192,74913,11080,0.82,34591,19078,13228,44550,118134,59329
6165,104,104,65544,51469,0.80,83,71332,63213,0.18,19,-1058,-652,104,68212,55696,104,2640,1228,0.07,7,38728,33072,0.07,7,28360,18076,0.78,81,17688,12326,120,104107,37101
6166,6873,6873,78022,60367,0.79,5447,74925,63084,0.18,1208,395,-764,6873,80938,63044,6873,2859,853,0.08,546,71216,33856,0.08,528,43566,12630,0.81,5534,23359,14841,7466,176756,81340
6167,15746,15746,61535,52707,0.85,13393,64072,57366,0.09,1373,-2282,-1530,15746,63618,54570,15746,2036,690,0.08,1187,62624,23904,0.07,1113,46105,10874,0.79,12420,15611,11100,17129,93837,46476
6168,13406,13406,61796,50521,0.80,10734,64863,56842,0.13,1699,-959,-947,13406,63901,52334,13406,2052,660,0.06,862,143166,28224,0.06,822,124588,10758,0.77,10261,16238,10862,15186,132746,58086
6169,20521,20521,65097,51245,0.81,16551,68796,58611,0.13,2695,-1429,-1086,20521,67304,53251,20521,2150,735,0.07,1382,91733,27609,0.06,1329,71283,11236,0.76,15601,18156,12108,22814,144967,63785
6170,10589,10589,64853,56614,0.88,9367,67462,61017,0.08,880,-3086,-2365,10589,67100,58721,10589,2231,897,0.08,852,42499,22156,0.08,816,25323,9981,0.82,8636,16389,12093,10937,83139,42678
6171,22521,22521,70992,59532,0.88,19781,74346,65467,0.10,2276,-3190,-2235,22521,73393,61925,22521,2356,1032,0.07,1470,67734,25761,0.06,1418,47839,12614,0.81,18274,19361,14212,23453,110702,56093
6172,8047,8047,65671,53676,0.85,6848,69410,59838,0.12,967,-3358,-2271,8047,67898,55793,8047,2165,814,0.06,487,65392,32530,0.06,472,41123,13507,0.78,6281,17811,12554,8701,122472,56740
6173,7763,7763,78275,61829,0.88,6827,80026,67490,0.14,1053,-3552,-2810,7763,81005,64496,7763,2632,1129,0.07,518,182940,34463,0.07,511,153514,13138,0.80,6247,23268,16158,8307,140826,66886
6174,3484,3484,69067,56995,0.86,3011,72176,62364,0.10,337,-3378,-2179,3484,71512,59182,3484,2417,962,0.08,264,66966,26956,0.07,261,43955,11362,0.80,2774,18909,13777,3612,105317,50154
6175,2462,2462,74862,59153,0.84,2058,76280,65202,0.14,339,-2764,-2264,2462,77437,61791,2462,2494,987,0.08,195,95767,33701,0.08,192,66614,13100,0.80,1976,21301,15256,2645,145509,72802
6176,1287,1287,69149,55015,0.82,1054,71689,62270,0.12,159,371,-1411,1287,71734,57052,1287,2479,960,0.07,95,70529,23988,0.07,94,43867,11017,0.79,1016,19406,13522,1323,123790,48842
6180,3769,3769,68062,55130,0.85,3206,72195,61298,0.09,336,-3596,-2388,3769,70350,57296,3769,2268,821,0.07,245,60267,27773,0.06,242,39768,13136,0.77,2912,19277,13627,3880,104363,52462
6181,324,324,77003,61920,0.81,264,79900,67315,0.27,88,-3802,-2510,324,79811,65934,324,2574,1006,0.04,12,74041,36858,0.04,12,42381,10742,0.80,259,23286,17729,347,164993,91239
6207,715,715,75567,57358,0.77,550,81594,66814,0.17,121,-645,-938,715,78402,59875,715,2529,756,0.09,65,99694,25900,0.09,63,85679,15458,0.77,550,23540,16110,786,149840,74599
6208,6967,6967,66256,49419,0.78,5423,71311,58283,0.13,932,-317,-982,6967,68618,51244,6967,2165,613,0.06,417,69970,35150,0.06,406,49093,18791,0.73,5089,19917,12979,7770,155863,64022
6209,1021,1021,70153,45586,0.76,774,68578,53500,0.15,150,-15,-536,1021,72273,47147,1021,2072,505,0.06,61,85747,28014,0.06,59,65353,15060,0.74,755,22354,11661,1147,156991,62305
6210,42370,42370,67052,47714,0.75,31903,70301,56143,0.13,5626,-325,-743,42370,69451,49693,42370,2289,639,0.07,3090,89564,31386,0.07,2963,63738,13656,0.73,30829,20658,11963,46375,164238,64647
6211,4692,4692,71382,49754,0.77,3590,76096,59534,0.13,621,-24,-329,4692,73788,51946,4692,2306,703,0.08,379,78528,32230,0.08,365,56016,14315,0.72,3394,23272,13945,5121,163394,72215
6213,420,420,63766,48350,0.73,308,68594,57408,0.16,66,1361,892,420,66120,51084,420,2152,472,0.10,43,59228,31947,0.10,40,44814,13771,0.71,299,18995,15187,482,179124,73892
6214,446,446,69062,53515,0.71,317,78334,66732,0.15,66,305,-115,446,71872,55364,446,2241,432,0.10,45,90574,49425,0.10,45,77447,21943,0.74,330,22193,15091,463,187430,74060
6215,2378,2378,66672,48364,0.76,1810,73841,59432,0.13,313,180,-280,2378,68998,50718,2378,2195,600,0.08,192,77391,26825,0.08,191,64444,17652,0.72,1710,20675,13962,2559,179403,77471
6218,301,301,57742,45381,0.76,228,63687,52284,0.08,23,-3419,-2713,301,60773,47379,301,2621,435,0.08,23,57774,34146,0.07,22,40119,24314,0.71,214,15833,8880,323,115549,41540
6219,132,132,60825,43232,0.79,104,65229,50963,0.07,9,-2085,-3,132,62940,45454,132,1541,520,0.09,12,26090,12119,0.08,11,27251,13938,0.70,92,17457,14040,131,124481,44361
6220,2909,2909,62933,51871,0.79,2298,64893,57777,0.14,394,2821,1662,2909,65622,54681,2909,2484,666,0.06,171,158968,40294,0.06,175,131704,24376,0.77,2240,17030,10915,3157,151315,54564
6221,163,163,61126,47605,0.75,122,59480,47526,0.19,31,1329,1541,163,64491,48813,163,2799,300,0.05,8,207538,19824,0.06,9,183756,10223,0.74,121,16696,11439,170,190177,55454
6223,139,139,62222,41486,0.68,94,70063,47450,0.15,21,564,479,139,64647,43872,139,2154,291,0.12,17,132842,44387,0.14,19,98914,16018,0.71,98,19665,9462,147,179319,50620
6224,769,769,60090,50311,0.77,593,63131,54060,0.14,107,1286,1576,769,62397,52170,769,2159,494,0.05,38,61689,15286,0.05,37,44315,17002,0.74,566,16747,11951,851,147781,54733
6225,4897,4897,63953,48830,0.80,3925,68897,56912,0.13,637,-747,-557,4897,66173,50746,4897,1922,611,0.05,235,68966,29175,0.05,232,55321,20542,0.74,3613,18460,12709,5574,175380,75866
6226,605,605,76951,62847,0.81,488,78992,68781,0.22,133,-514,-1156,605,80078,67616,605,2957,745,0.07,42,120067,44557,0.07,40,74855,15968,0.79,479,23493,18368,650,201110,96269
6227,491,491,67178,54822,0.79,389,72472,58981,0.17,82,442,512,491,70396,57776,491,2556,586,0.11,54,112807,43421,0.11,53,105380,31280,0.78,383,18707,12775,527,159239,93282
