Postcode,Number of individuals lodging an income tax return,Count taxable income or loss,Average taxable income or loss,Median taxable income or loss,Proportion with salary or wages,Count salary or wages,Average salary or wages,Median salary or wages,Proportion with net rent,Count net rent,Average net rent,Median net rent,Count total income or loss,Average total income or loss,Median total income or loss,Count total deductions,Average total deductions,Median total deductions,Proportion with total business income,Count total business income,Average total business income,Median total business income,Proportion with total business expenses,Count total business expenses,Average total business expenses,Median total business expenses,Proportion with net tax,Count net tax,Average net tax,Median net tax,Count super total accounts balance,Average super total accounts balance,Median super total accounts balance
3646,373,373,49830,43772,0.66,248,56206,52660,0.10,39,4895,1471,373,53291,45576,373,3276,550,0.13,50,152992,27127,0.13,48,151829,33011,0.69,256,12467,9319,379,214036,86256
3649,275,275,45451,36467,0.69,191,47509,44203,0.12,33,4186,4104,275,48724,42552,275,2651,368,0.12,34,61986,51838,0.12,32,59083,34608,0.68,186,10863,7753,287,112501,47111
3658,3609,3609,57509,49287,0.81,2929,60067,54219,0.11,397,-79,179,3609,60127,51565,3609,2449,864,0.11,386,75417,39954,0.11,384,56165,20474,0.78,2802,14271,9963,4159,136418,67271
3659,429,429,75477,49522,0.78,334,65682,54572,0.17,72,2040,617,429,80016,52886,429,4157,917,0.13,56,89100,29240,0.13,54,68279,25374,0.76,326,25126,12241,511,239924,113142
3660,4208,4208,52921,45436,0.78,3285,54004,48764,0.11,461,3364,1628,4208,55200,47228,4208,2203,624,0.09,368,101363,31360,0.08,355,83912,18015,0.75,3177,12592,8065,4746,158920,63471
3662,484,484,69408,73056,0.94,456,73195,77517,0.21,100,-650,-64,484,72202,76408,484,2794,2056,0.05,22,263428,7812,0.04,19,295843,2465,0.87,421,15792,14916,526,231214,131093
3663,105,105,56628,46581,0.79,83,54826,48275,0.10,11,-186,1084,105,59971,50584,105,2379,782,0.14,15,110602,61745,0.13,14,96680,50514,0.76,80,13652,8793,123,155793,46327
3664,699,699,57025,46115,0.73,508,56178,49756,0.12,85,5814,2599,699,59666,47844,699,2467,621,0.10,69,124063,52967,0.10,67,101600,25989,0.73,511,15792,9026,779,219312,81295
3665,216,216,49212,40844,0.69,150,49955,43894,0.11,23,4737,1239,216,53774,43329,216,3499,698,0.18,39,110133,37245,0.17,36,111412,48403,0.73,157,12215,5657,249,260331,81467
3666,2827,2827,49393,41970,0.68,1910,52406,47414,0.13,356,4981,2274,2827,52612,44480,2827,2425,450,0.14,397,80011,40326,0.14,398,61601,25674,0.69,1947,12924,8005,3030,204432,81482
3669,792,792,45638,36092,0.60,476,53704,47638,0.13,103,3923,2674,792,48667,39842,792,2168,380,0.16,126,64936,29638,0.16,124,53447,19044,0.62,492,12880,7498,892,193105,73639
3670,352,352,47285,41608,0.69,244,57175,54946,0.13,46,7924,2487,352,50215,44187,352,2611,588,0.11,39,140725,74936,0.11,40,120702,56114,0.69,243,13231,9838,385,144418,74036
3672,5957,5957,52040,44922,0.75,4451,54299,49709,0.12,730,4175,2504,5957,54392,46805,5957,2204,586,0.09,531,99796,42707,0.09,513,79015,20026,0.72,4318,12974,8531,6567,176666,71612
3673,1141,1141,51021,40405,0.67,762,55529,50790,0.15,170,7706,3484,1141,54965,43750,1141,2939,450,0.17,191,114398,53418,0.16,181,101089,39305,0.69,786,14293,8352,1223,201675,93597
3675,1222,1222,51472,44004,0.72,880,55709,49211,0.14,177,4060,2557,1222,54516,46400,1222,2468,550,0.14,170,97077,48884,0.14,176,75798,27984,0.72,881,12793,8308,1323,172461,91453
3677,10806,10806,55310,47152,0.80,8694,53962,50040,0.11,1224,3261,1643,10806,57744,49122,10806,2353,690,0.08,828,104427,40326,0.07,801,68140,15851,0.77,8267,13657,8482,11867,158807,71084
3678,4152,4152,58994,46276,0.71,2952,58948,50749,0.15,643,3999,2814,4152,62208,48798,4152,2810,576,0.13,548,136625,47912,0.13,550,105187,29862,0.73,3016,17197,9605,4410,225564,103450
3682,377,377,51957,46908,0.75,283,57458,54395,0.15,58,4644,2341,377,56603,50376,377,3364,524,0.16,59,99142,48215,0.16,61,92621,54907,0.74,279,13885,9667,434,167601,79435
3683,1061,1061,52538,47291,0.80,845,56235,53186,0.10,111,3485,2267,1061,55108,49199,1061,2352,696,0.10,103,80157,28936,0.10,106,60940,17694,0.74,781,12828,10011,1170,159222,83804
3685,1820,1820,52418,46502,0.75,1365,55397,52167,0.12,216,2960,1944,1820,55093,47990,1820,2383,627,0.09,166,101330,39908,0.09,168,82536,19476,0.73,1324,12984,9763,1947,212055,93655
3687,628,628,56375,48111,0.79,499,56490,52467,0.11,70,1867,774,628,59178,51016,628,2595,828,0.08,49,82921,36135,0.08,48,57662,14255,0.78,488,13901,9608,699,165718,88981
3688,879,879,62723,49882,0.80,701,60156,55865,0.14,122,3365,690,879,65605,52502,879,2521,762,0.11,99,94306,44425,0.11,97,74042,36905,0.77,677,17924,10465,939,182829,86655
3690,20566,20566,56403,49658,0.82,16873,56141,52526,0.11,2180,2673,1277,20566,58777,51774,20566,2337,706,0.07,1496,81359,34621,0.07,1448,53301,14274,0.78,16079,13411,9188,22099,149276,65218
3691,7576,7576,62528,54766,0.79,6014,62944,58403,0.15,1103,2734,1579,7576,65640,57604,7576,2905,950,0.10,739,91032,37580,0.10,726,65290,19593,0.79,6014,16207,11386,7875,185346,87859
3695,320,320,49425,41678,0.69,221,54401,50677,0.20,63,5141,2952,320,53023,45007,320,2823,554,0.14,46,88038,24778,0.14,45,82303,15413,0.70,225,12373,8603,342,206474,103554
3697,334,334,47799,39812,0.66,219,52662,42197,0.18,61,4311,2340,334,50272,41854,334,2066,300,0.17,58,69966,41294,0.17,57,49327,13303,0.65,216,14125,8718,359,218682,91461
3698,577,577,57074,40761,0.72,416,56974,45567,0.18,106,2523,2460,577,59819,43813,577,2681,509,0.14,79,78117,32318,0.14,78,55384,14862,0.70,405,16542,9603,679,217236,109928
3699,686,686,50101,40986,0.75,515,49497,41786,0.16,108,3814,3396,686,52663,43407,686,2329,450,0.14,93,63780,25000,0.13,91,47294,11897,0.75,515,11441,6560,796,178836,62985
3700,824,824,50715,44854,0.72,592,51881,49668,0.14,115,4184,1757,824,53819,47264,824,2668,478,0.13,107,143129,37202,0.13,104,112328,20794,0.74,612,11623,8093,899,169119,77630
3701,598,598,62017,41820,0.66,396,49132,41559,0.13,76,3202,2522,598,65472,44978,598,2978,394,0.11,67,109370,42300,0.12,71,82292,24230,0.70,417,20873,7580,655,159228,71450
3705,158,158,43320,37603,0.68,107,42935,37047,0.17,27,6091,2284,158,46192,38116,158,2535,295,0.11,17,104882,26688,0.11,18,85228,46124,0.65,102,11032,6467,175,121458,56088
3707,1032,1032,47346,40194,0.65,674,51164,45413,0.16,162,2635,2908,1032,51282,43026,1032,3437,413,0.11,113,100333,52087,0.11,111,88563,26647,0.68,701,11811,7908,1091,161302,70139
3709,200,200,42229,36140,0.60,120,45093,43288,0.16,32,5872,990,200,46229,41476,200,3289,390,0.14,29,120356,40143,0.15,30,114068,38293,0.64,129,11270,8149,202,173206,68191
3711,334,334,59707,42172,0.65,218,62817,52460,0.12,40,2602,2884,334,62548,43832,334,2689,530,0.15,49,78271,61874,0.15,49,65712,30546,0.68,228,19725,10602,379,224392,103895
3712,213,213,51905,44049,0.74,158,55683,47192,0.15,31,2155,866,213,54048,45460,213,1907,569,0.10,22,79203,46144,0.12,25,54654,25309,0.73,155,13173,8523,241,170666,87282
3713,479,479,49195,41142,0.76,364,48053,44005,0.09,45,5762,2202,479,50972,42840,479,1777,450,0.08,39,53243,32065,0.08,36,33003,10718,0.73,350,10903,6468,609,137584,55661
3714,2124,2124,53452,42180,0.70,1477,52849,46417,0.14,305,3548,2499,2124,56036,44252,2124,2146,480,0.15,316,99271,40376,0.14,305,77586,21076,0.70,1485,14935,8238,2329,181473,86069
3715,215,215,50848,30587,0.58,124,46960,38401,0.18,38,2064,1482,215,54111,33246,215,2432,350,0.15,32,82842,62936,0.16,34,60499,32435,0.59,126,18516,7002,205,211110,70432
3717,1859,1859,51706,39651,0.67,1242,53503,46641,0.12,221,2584,2219,1859,54425,42267,1859,2461,385,0.16,295,94532,41232,0.16,289,73196,23367,0.68,1270,14285,8551,2020,208148,83438
3718,66,66,62053,39841,0.67,44,48110,30000,0.15,10,12641,9475,66,67350,43254,66,2720,158,0.18,12,86557,43012,0.18,12,85218,29248,0.64,42,22233,13653,67,360014,98683
3719,283,283,51849,38246,0.66,186,52643,41758,0.10,28,5861,2467,283,54367,40340,283,2051,165,0.16,44,81345,28928,0.16,45,69657,21746,0.65,183,17257,10593,301,169189,78780
3720,421,421,50541,40088,0.69,290,52346,42790,0.17,71,5356,3160,421,53615,44446,421,2610,410,0.15,64,80902,32998,0.15,64,62750,18144,0.70,295,12816,7701,449,164185,82820
3722,3466,3466,55962,44229,0.71,2459,52915,47051,0.14,501,3970,2954,3466,59331,47043,3466,3146,613,0.14,474,95659,43628,0.13,462,75892,22078,0.73,2522,15250,8030,3778,194800,77310
3723,1710,1710,58297,39512,0.70,1190,51309,41659,0.15,259,4891,4145,1710,61916,42362,1710,2888,511,0.17,289,79132,34642,0.17,288,63001,18456,0.69,1177,19069,7392,1959,202970,78278
3725,402,402,56134,42489,0.69,278,57276,48457,0.13,53,4870,1485,402,60656,46136,402,3776,495,0.12,48,123859,38083,0.11,44,125021,39205,0.73,292,16455,7017,427,222784,86942
3726,232,232,40321,35808,0.56,130,42934,41066,0.11,25,7411,3125,232,43968,38450,232,2355,286,0.12,27,103501,52697,0.12,27,75289,30895,0.66,154,8675,5142,239,184578,77256
3727,208,208,35875,35972,0.65,136,48008,46788,0.07,15,7622,5303,208,40473,37444,208,2210,236,0.15,32,105064,37460,0.14,30,94445,25960,0.62,130,9488,7817,212,169544,46320
3728,365,365,46693,41925,0.75,272,47518,45314,0.07,25,2074,35,365,51053,45720,365,3223,531,0.10,36,141306,52569,0.10,37,135484,40768,0.72,262,10735,7294,409,138054,58045
3730,5343,5343,55713,44990,0.75,3999,54253,48486,0.12,645,2115,947,5343,58472,47263,5343,2548,618,0.08,423,84842,30160,0.08,417,62955,13133,0.74,3928,14958,8658,5975,196464,85641
3732,418,418,43951,38094,0.73,305,47858,43125,0.12,50,3987,3114,418,47027,41074,418,2514,448,0.15,61,141162,60641,0.14,58,123627,50523,0.70,291,10801,6608,420,135535,59196
3733,134,134,47233,38254,0.71,95,42801,38099,0.10,14,8021,3012,134,52239,43800,134,3369,788,0.13,18,99864,25958,0.13,18,70752,8680,0.68,91,11571,5999,150,186391,59800
3735,451,451,52910,45717,0.75,339,54120,52634,0.18,79,2258,1198,451,56080,49189,451,2668,591,0.14,61,115649,42500,0.12,56,99398,33524,0.77,349,12078,8102,475,162995,69982
3737,2756,2756,52469,44956,0.76,2091,52004,47131,0.13,366,3896,2802,2756,55384,47248,2756,2769,599,0.11,310,133814,43004,0.11,308,111801,20990,0.75,2073,12677,7641,3014,169095,74606
3738,109,109,55906,48438,0.83,91,50904,47654,0.09,10,1716,3458,109,59436,50215,109,3265,800,0.13,14,63944,35628,0.15,16,34360,14890,0.79,86,13085,8225,123,108706,66203
3739,152,152,56054,42506,0.76,116,44774,36400,0.17,26,4651,3302,152,59962,45781,152,3675,353,0.14,22,123595,38631,0.15,23,107089,17135,0.76,116,15400,6207,158,185452,86745
3740,741,741,54626,44660,0.77,572,51832,46560,0.16,120,3284,1784,741,58007,47958,741,2921,719,0.16,115,98082,38714,0.15,112,78766,15582,0.77,571,13534,7041,808,184365,80208
3741,2112,2112,57888,45150,0.72,1522,54343,44250,0.19,401,4154,2685,2112,60932,46894,2112,2810,550,0.15,314,80744,32866,0.14,290,54653,15594,0.75,1590,15397,8638,2356,193120,81265
3744,276,276,59133,43442,0.70,193,55467,45817,0.23,64,3881,2414,276,63204,46636,276,3036,600,0.19,53,59886,36513,0.18,51,36032,12596,0.72,198,16997,10076,309,261973,87800
3746,214,214,52705,45084,0.74,159,55929,55883,0.11,24,4285,2936,214,54952,47238,214,1856,582,0.17,36,100568,29263,0.16,35,68235,15684,0.71,152,13703,11178,246,148718,96722
3747,2977,2977,56431,45923,0.74,2190,57394,50961,0.13,393,3809,1985,2977,59086,49222,2977,2441,635,0.15,432,82046,38550,0.14,426,58381,18188,0.74,2194,15055,9738,3307,210831,103446
3749,1265,1265,60739,48727,0.75,949,60696,55515,0.17,218,2698,1659,1265,63527,51725,1265,2563,693,0.14,171,79518,44063,0.14,175,44348,18992,0.75,947,16777,12122,1392,220362,114256
3750,12924,12924,56472,50208,0.83,10750,58266,54139,0.12,1520,-2450,-2014,12924,58688,52090,12924,2186,997,0.16,2047,48246,30258,0.15,1894,29594,11149,0.80,10371,13067,9315,12208,59723,28607
3751,138,138,60070,43744,0.63,87,56675,52210,0.13,18,1553,2706,138,62724,45178,138,2219,299,0.12,16,76966,39304,0.13,18,57646,13736,0.72,99,18229,10105,138,311168,63991
3752,14849,14849,61378,52405,0.85,12682,61700,56216,0.15,2242,-2020,-1637,14849,63893,54824,14849,2495,1152,0.10,1420,79923,27900,0.09,1336,54664,9771,0.81,12062,15121,10533,15783,116283,59858
3753,2735,2735,62084,56044,0.85,2318,65059,60244,0.10,285,-1401,-1553,2735,64974,57889,2735,2825,1267,0.11,288,74538,33222,0.10,275,57526,15416,0.83,2263,15078,11352,2762,119771,55071
3754,28586,28586,62504,54084,0.86,24582,63844,57990,0.11,3125,-2615,-2099,28586,65172,56471,28586,2638,1174,0.10,2861,81439,28770,0.09,2704,61280,10839,0.82,23302,15470,11119,29705,109225,57880
3755,134,134,59388,47318,0.74,99,58272,42818,0.19,25,2288,893,134,61183,47592,134,1796,398,0.11,15,43851,17588,0.10,14,27108,11530,0.75,100,17595,9226,172,188699,89037
3756,9231,9231,59061,51689,0.84,7708,60434,55484,0.09,856,-776,-914,9231,61639,54000,9231,2556,1050,0.10,903,60535,33860,0.09,861,39782,14026,0.80,7369,14376,10099,9736,116256,54912
3757,5366,5366,62532,50377,0.78,4176,62074,53854,0.13,685,1201,-47,5366,65327,52652,5366,2723,883,0.10,547,86294,40295,0.10,541,59596,15547,0.78,4193,16853,10309,6015,166944,80648
3758,1341,1341,60372,52176,0.81,1089,63096,57126,0.13,181,-736,-586,1341,63514,54070,1341,2952,1050,0.12,159,82491,38835,0.11,153,57196,13568,0.79,1061,15229,11467,1526,162476,89439
3759,687,687,76375,50822,0.73,501,73413,56698,0.18,127,2153,1372,687,80137,55853,687,3738,1041,0.13,91,80103,29818,0.13,88,50896,11899,0.78,537,24377,11844,763,274559,115072
3760,265,265,72171,54878,0.77,205,73148,58376,0.17,46,3833,2548,265,75722,55768,265,3497,1168,0.11,30,97828,54433,0.11,30,63056,16956,0.75,200,22532,13344,305,292258,136260
3761,728,728,66119,48712,0.71,517,68293,55900,0.11,80,2519,2402,728,69215,50130,728,3055,672,0.14,99,63395,32725,0.13,94,42665,12468,0.76,553,19240,11478,852,222579,95605
3762,75,75,76340,56306,0.79,59,64595,58163,0.15,11,5732,4639,75,79110,61071,75,2770,727,0.12,9,47042,40000,0.12,9,28274,17802,0.76,57,24779,12972,77,267360,99939
3763,1008,1008,59300,49478,0.81,812,61113,53250,0.09,86,206,14,1008,62185,51047,1008,2696,904,0.12,126,90884,41584,0.12,125,64828,19760,0.79,795,14813,10059,1157,154784,80958
3764,5832,5832,61482,51304,0.81,4713,62271,56377,0.11,633,1473,132,5832,64310,53838,5832,2697,984,0.10,566,82234,39802,0.10,558,60918,19338,0.78,4529,16297,10927,6354,161042,74222
3765,4092,4092,66393,53058,0.79,3218,64476,56458,0.15,605,1000,-34,4092,69148,55487,4092,2709,994,0.10,404,81500,41176,0.10,389,52661,14637,0.79,3239,18383,11749,4686,188348,93179
3766,743,743,70765,55328,0.76,566,68716,61639,0.16,116,-474,308,743,73897,57891,743,3128,995,0.14,102,58822,30328,0.13,97,31062,11663,0.78,580,21370,12499,898,191355,98368
3767,717,717,68518,52927,0.75,538,71487,63150,0.12,84,1970,-682,717,71366,54162,717,2796,1112,0.13,92,61212,26648,0.12,85,38278,9971,0.77,551,20256,12424,841,198014,92593
3770,2017,2017,88785,52439,0.74,1488,60814,55104,0.13,261,4697,1253,2017,92775,54630,2017,3476,852,0.12,246,86353,34915,0.12,239,62655,17327,0.77,1553,33171,11294,2234,212197,76814
3775,2537,2537,63840,49517,0.76,1920,61258,52064,0.15,369,2402,513,2537,67055,51879,2537,2897,783,0.13,323,77936,36853,0.12,307,54679,15961,0.77,1950,17876,10746,2878,216043,84708
3777,6293,6293,58439,46789,0.75,4749,56585,50000,0.12,781,2938,1310,6293,60941,49106,6293,2438,621,0.13,844,85858,39094,0.13,806,58333,14848,0.76,4813,15254,9027,7240,166691,73213
3778,130,130,42553,41856,0.69,90,47916,44668,0.10,13,8106,3731,130,45560,42960,130,2512,345,0.18,23,45519,31720,0.17,22,37725,12338,0.69,90,9665,6273,139,99189,60498
3779,301,301,47644,37635,0.61,184,48433,42148,0.17,51,6233,4498,301,50331,39069,301,1967,300,0.14,41,81570,21485,0.12,37,54799,12883,0.65,197,12798,6697,359,204760,62543
3781,2629,2629,61654,52581,0.83,2176,60482,55974,0.10,259,784,-202,2629,64179,54956,2629,2495,879,0.12,314,67494,30896,0.12,304,43818,12108,0.81,2134,15463,10220,2967,134635,75982
3782,4900,4900,66786,51522,0.77,3785,65448,56915,0.14,692,1214,329,4900,72454,53875,4900,5573,796,0.11,523,83878,38455,0.11,516,54483,14070,0.77,3790,19598,11851,5646,202864,96979
3783,1507,1507,62182,49750,0.79,1194,62539,54967,0.14,212,1885,1348,1507,64684,52045,1507,2378,714,0.11,170,59187,29060,0.11,166,40042,12449,0.78,1169,16764,10804,1679,163638,82741
3786,967,967,76214,54860,0.78,752,76446,63231,0.17,169,-925,110,967,79378,58034,967,3132,1127,0.13,129,64782,38242,0.14,132,29792,9424,0.78,757,23938,13282,1103,247617,120079
3787,647,647,69032,52133,0.73,475,69468,56492,0.14,93,2761,514,647,71737,55580,647,2660,695,0.13,83,80077,30787,0.12,78,53576,8342,0.76,491,20627,12186,728,233248,111518
3788,1079,1079,71693,52235,0.71,763,73146,57321,0.15,165,2475,680,1079,74619,54610,1079,2887,787,0.13,144,70468,31879,0.13,137,39531,14836,0.75,810,22793,12987,1249,226560,108954
3789,169,169,88432,60923,0.78,131,74418,63060,0.19,32,5578,4302,169,91549,63458,169,3030,783,0.12,21,60323,21400,0.12,21,28104,3970,0.78,132,29250,16187,204,322134,137713
3791,897,897,66716,52413,0.73,651,69436,59364,0.14,125,1861,1543,897,69915,56030,897,3198,889,0.14,129,822979,42842,0.14,123,843536,17948,0.76,679,20190,13137,1050,241094,110682
3792,628,628,69649,52849,0.73,457,67997,59025,0.15,97,2398,974,628,72578,55394,628,2928,840,0.15,94,57353,32986,0.14,90,27099,10365,0.76,479,20291,12099,757,230943,125078
3793,2129,2129,59776,47394,0.75,1590,59041,51272,0.15,324,3013,1026,2129,62275,50178,2129,2421,630,0.13,276,80392,36934,0.12,262,50669,11311,0.76,1627,15823,10074,2498,162825,76963
3795,904,904,63868,48306,0.70,634,57503,47339,0.22,198,3819,1234,904,66578,49990,904,2692,537,0.12,105,135376,35941,0.11,103,111511,20432,0.79,715,17080,9346,981,192118,77220
3796,5941,5941,60207,50756,0.80,4773,60765,54407,0.11,642,528,-100,5941,62935,53416,5941,2660,855,0.11,676,74556,37496,0.11,647,44492,13665,0.79,4678,15208,10895,6687,140704,75399
3797,2037,2037,53761,45179,0.78,1599,54590,48576,0.09,177,3775,2355,2037,56127,47596,2037,2340,600,0.13,257,65791,36192,0.12,246,46765,16503,0.76,1541,13060,8695,2347,141008,64270
3799,3211,3211,51253,44937,0.76,2452,52368,48564,0.10,322,2019,1165,3211,53507,46936,3211,2160,600,0.14,436,65262,29472,0.13,420,43429,10928,0.75,2421,11703,8002,3786,123302,58533
3802,13969,13969,55111,47324,0.78,10879,57736,53092,0.17,2400,15,-386,13969,57301,49162,13969,2137,745,0.12,1663,128043,35802,0.11,1576,108953,13726,0.77,10702,13448,8974,15353,116230,49975
3803,5998,5998,51084,44865,0.77,4616,52705,49531,0.11,669,-403,-647,5998,52976,46448,5998,1863,626,0.15,906,64397,38286,0.14,857,40843,14499,0.76,4566,11522,7728,6350,91305,34187
3804,5372,5372,80715,53846,0.74,3988,67911,53391,0.23,1225,406,-132,5372,83986,56760,5372,3180,776,0.10,539,102824,40125,0.09,509,73173,18715,0.79,4229,26754,12522,5605,238262,85791
3805,33707,33707,57353,48628,0.83,27858,57393,52482,0.13,4384,-1965,-1582,33707,59621,50582,33707,2235,832,0.11,3748,76802,33762,0.11,3563,55273,12449,0.79,26560,14036,9039,35996,109383,47148
3806,30743,30743,79367,53026,0.81,24788,66091,57692,0.17,5264,-1702,-1560,30743,82242,55466,30743,2812,1010,0.10,2960,82850,31774,0.09,2799,57213,12036,0.79,24168,26298,11728,32664,178222,68803
3807,4814,4814,71860,55761,0.82,3937,68645,58447,0.16,771,-1583,-1628,4814,75535,58548,4814,3313,1084,0.09,444,176300,33726,0.09,416,155766,12267,0.80,3856,20840,12879,5259,188373,86398
3808,1977,1977,86703,56742,0.76,1511,70087,56729,0.18,362,505,-792,1977,90513,59927,1977,3607,919,0.12,228,81836,36838,0.11,216,58378,14319,0.79,1567,29325,13966,2210,277123,116436
3809,11655,11655,62339,55389,0.88,10244,62942,58478,0.11,1228,-2364,-1825,11655,64821,57653,11655,2454,1212,0.11,1237,48518,23863,0.10,1175,30010,9573,0.84,9743,14828,10937,11806,92487,45794
3810,30997,30997,55456,49138,0.84,25965,56591,52361,0.08,2462,-1351,-1285,30997,57725,51185,30997,2235,832,0.11,3341,54092,26111,0.10,3170,34551,10228,0.79,24392,12913,8980,32917,94735,43074
3812,1538,1538,62091,49896,0.77,1178,59495,50410,0.13,205,321,-284,1538,65065,51870,1538,2730,702,0.11,175,85143,37800,0.11,168,67649,18446,0.76,1168,17613,11155,1739,180619,80606
3813,595,595,56211,46371,0.76,452,56604,51144,0.12,73,2741,1070,595,59179,48481,595,2836,756,0.10,58,56298,37541,0.10,60,44876,23262,0.75,447,14528,9673,654,162022,70739
3814,1500,1500,60341,47760,0.76,1143,61169,54098,0.12,182,987,73,1500,63059,50454,1500,2439,700,0.12,173,91541,47255,0.11,172,66837,19956,0.76,1147,16203,10567,1682,167434,73951
3815,2099,2099,58782,49939,0.78,1637,60743,52887,0.13,270,947,96,2099,61931,52493,2099,2923,911,0.11,225,135633,46707,0.11,221,110478,16716,0.77,1612,15335,10738,2294,165474,76121
3816,1777,1777,54967,47651,0.77,1361,55580,50691,0.09,161,1220,236,1777,57616,50076,1777,2475,658,0.11,200,78522,38372,0.11,195,54703,18546,0.76,1357,13376,9317,1922,112605,54694
3818,9609,9609,54626,46455,0.77,7393,56768,51065,0.10,948,2362,281,9609,57274,48612,9609,2488,767,0.10,994,94931,34406,0.10,971,70472,14923,0.75,7199,13716,8910,10409,142981,64508
3820,11904,11904,60985,48661,0.78,9299,60905,52340,0.11,1361,1836,272,11904,63715,50975,11904,2662,900,0.10,1138,83607,29640,0.09,1094,60218,13373,0.77,9108,16516,10002,12670,179677,70717
3821,1898,1898,60181,44950,0.69,1316,58115,48486,0.13,251,2045,1282,1898,63443,47736,1898,2770,557,0.14,266,116207,42629,0.13,247,97097,22287,0.73,1385,18760,9583,2007,197410,77798
3822,612,612,57053,47748,0.72,441,57634,49932,0.13,81,2924,1614,612,59624,48774,612,2272,680,0.14,87,87573,37143,0.14,84,79082,25256,0.75,462,14850,9535,662,149999,67656
3823,1258,1258,56642,46321,0.73,918,61386,52498,0.12,150,3093,1748,1258,59422,48164,1258,2542,818,0.12,149,114356,38615,0.11,141,94188,25000,0.74,929,15420,9801,1366,194840,74010
3824,3085,3085,58867,48019,0.77,2379,62457,53812,0.12,371,2913,1848,3085,61372,50408,3085,2308,843,0.09,268,86200,42369,0.09,266,72246,21158,0.74,2294,16481,10078,3380,190560,83794
3825,10743,10743,55912,44734,0.80,8597,58962,49482,0.10,1088,1364,590,10743,58200,46634,10743,2156,853,0.07,793,75568,30758,0.07,776,58186,15912,0.75,8012,14490,8321,12403,162675,62618
3831,1131,1131,58775,44280,0.73,824,57219,49254,0.11,127,2383,1401,1131,61472,46846,1131,2399,630,0.12,141,108064,42642,0.12,134,85320,14696,0.73,824,17168,8457,1253,192521,87683
3832,143,143,50463,41976,0.69,98,45863,40734,0.15,22,3613,1250,143,54664,43063,143,2804,688,0.17,24,77941,33474,0.16,23,62466,15374,0.73,105,11984,7475,156,192878,65947
3833,195,195,38753,32283,0.63,122,44793,40601,0.10,20,5228,2042,195,42309,35445,195,2049,300,0.13,26,46560,24462,0.12,24,30755,15532,0.60,117,9557,5909,215,131511,43668
3835,331,331,53522,42246,0.70,233,53652,46060,0.11,36,5420,3204,331,56416,43725,331,2487,397,0.12,39,128057,34675,0.11,38,128140,32506,0.72,238,14444,9043,372,180165,68872
3840,8353,8353,54934,42604,0.78,6526,55835,47166,0.09,716,1959,1036,8353,56975,44519,8353,2004,672,0.07,547,111311,29515,0.06,537,89998,15735,0.72,6045,14564,7781,9533,162706,57504
3842,2451,2451,53201,44870,0.82,2019,55825,48751,0.07,179,1203,523,2451,55268,46970,2451,2041,872,0.07,171,72257,21564,0.07,162,55714,11514,0.74,1819,12970,7904,2883,155448,54639
3844,18045,18045,65945,52174,0.83,14942,67296,56924,0.12,2126,225,30,18045,68618,54643,18045,2600,1128,0.07,1319,112713,32536,0.07,1280,92316,15737,0.78,14158,18214,11348,19958,194881,79756
3847,1229,1229,51251,44512,0.76,928,59027,53669,0.09,115,1450,297,1229,54226,47795,1229,2417,849,0.09,111,151845,49959,0.09,112,144719,31344,0.72,879,13523,9166,1356,146447,59781
3850,8628,8628,61060,47295,0.79,6859,61005,50813,0.14,1180,1383,656,8628,64036,49752,8628,2729,1023,0.09,745,90276,34544,0.08,713,68002,17911,0.76,6582,16325,9400,9563,195320,72830
3851,2811,2811,54728,41980,0.71,2002,61336,48933,0.15,426,2003,1587,2811,57780,44707,2811,2516,721,0.14,397,109949,39664,0.14,388,95556,26754,0.70,1980,15591,8401,3096,186016,85793
3852,107,107,70291,72224,0.93,99,73499,73892,0.11,12,-61,-1758,107,72832,73804,107,2421,1221,0.06,6,30131,34245,0.06,6,23288,25312,0.92,98,14566,13182,110,111856,35002
3854,913,913,64493,50652,0.82,746,68976,57511,0.14,125,1037,841,913,67723,53662,913,2741,1226,0.11,97,105132,52403,0.11,98,100259,37303,0.79,717,18182,11493,999,224677,104495
3856,650,650,59478,47777,0.82,536,64712,54758,0.09,57,187,54,650,62214,50712,650,2378,1076,0.09,59,79649,21900,0.09,57,64899,13594,0.76,494,15983,10492,704,194842,82406
3857,221,221,54685,46430,0.76,167,60226,51716,0.06,14,1749,914,221,58206,48775,221,2043,754,0.16,35,170828,53991,0.15,33,153710,45142,0.71,158,16552,9083,234,156592,57525
3858,1723,1723,50055,44148,0.76,1305,55572,50004,0.10,179,1941,590,1723,53074,46604,1723,2575,812,0.10,173,89835,42784,0.10,168,76578,31823,0.72,1244,13785,8107,1907,142963,59992
3859,495,495,46528,43156,0.67,332,53061,47712,0.13,64,966,3039,495,50459,46342,495,2986,704,0.11,55,219938,40000,0.11,53,209253,30401,0.69,340,12758,8271,517,153505,53750
3860,4303,4303,54120,44789,0.78,3337,57735,50029,0.13,538,2379,1625,4303,57414,47857,4303,2881,1147,0.11,461,99199,35522,0.10,441,85607,23542,0.73,3159,14182,8604,4813,163557,72890
3862,2077,2077,53845,46816,0.77,1591,59529,52982,0.10,214,1437,935,2077,57024,49734,2077,2565,1050,0.13,265,96045,33444,0.13,261,82307,22990,0.74,1543,13682,9156,2292,158368,70795
